STATE,District Name,Market Name,Commodity,Variety,Grade,Min_Price,Max_Price,Modal_Price,Price Date
Tamilnadu,cuddalore,Chidambaram(Uzhavar Sandhai ),Onion,Bellary,Local,2000,3000,3000.0,5/16/2025
Jammu & Kashmir,jammu,Akhnoor,Onion,Other,Non-FAQ,1500,1900,1700.0,5/16/2025
Uttar Pradesh,saharanpur,Saharanpur,Potato,Desi,FAQ,870,1250,1030.0,5/16/2025
Haryana,rohtak,Rohtak,Potato,Other,FAQ,400,700,500.0,5/16/2025
Himachal Pradesh,una,Una,Potato,Potato,FAQ,800,1500,1200.0,5/16/2025
Gujarat,anand,"Anand(Veg,Yard,Anand)",Onion,Onion,FAQ,750,1000,875.0,5/16/2025
Uttar Pradesh,hardoi,Madhoganj,Rice,Common,FAQ,3120,3200,3160.0,5/16/2025
Haryana,rewari,Rewari,Potato,Other,Non-FAQ,900,1500,1200.0,5/16/2025
West Bengal,paschim bardhaman,Durgapur,Onion,Nasik,FAQ,1650,1800,1700.0,5/16/2025
Tamilnadu,madurai,Chokkikulam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3600,4600,4600.0,5/16/2025
Uttar Pradesh,maharajganj,Partaval,Potato,Desi,FAQ,1120,1270,1190.0,5/16/2025
Himachal Pradesh,solan,Solan(Nalagarh),Potato,Other,FAQ,900,1200,1000.0,5/16/2025
Uttar Pradesh,saharanpur,Saharanpur,Potato,Desi,Non-FAQ,600,840,700.0,5/16/2025
Tamilnadu,krishnagiri,Krishnagiri(Uzhavar Sandhai ),Potato,(Red Nanital),Local,2600,3000,3000.0,5/16/2025
Punjab,patiala,Rajpura,Onion,Local,Non-FAQ,900,1200,1050.0,5/16/2025
Himachal Pradesh,kangra,Dharamshala,Onion,Other,FAQ,1700,2200,1900.0,5/16/2025
Punjab,hoshiarpur,Garh Shankar(Mahalpur),Onion,Onion,FAQ,700,1200,900.0,5/16/2025
Tamilnadu,theni,Bodinayakanur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,2800,3200,3200.0,5/16/2025
Haryana,palwal,Hassanpur,Potato,Potato,Non-FAQ,900,900,900.0,5/16/2025
Uttar Pradesh,hardoi,Sandila,Potato,Badshah,FAQ,1150,1250,1200.0,5/16/2025
Madhya Pradesh,indore,Indore,Onion,Onion,Non-FAQ,132,1023,676.0,5/16/2025
Maharashtra,nashik,Lasalgaon,Onion,Other,Local,500,1551,1170.0,5/16/2025
Himachal Pradesh,kangra,Kangra,Onion,Other,FAQ,2000,2200,2100.0,5/16/2025
Tamilnadu,thiruvarur,Tiruvarur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3400,3400,3400.0,5/16/2025
Tamilnadu,virudhunagar,Sivakasi(Uzhavar Sandhai ),Potato,(Red Nanital),Local,4400,4500,4500.0,5/16/2025
Karnataka,kolar,Chickkaballapura,Onion,Beelary-Red,FAQ,1600,1900,1800.0,5/16/2025
Rajasthan,ajmer,Ajmer(F&V),Onion,Other,FAQ,800,1500,1300.0,5/16/2025
Gujarat,bhavnagar,Bhavnagar,Onion,White,Non-FAQ,325,450,385.0,5/16/2025
Uttar Pradesh,sitapur,Viswan,Potato,Desi,FAQ,1160,1200,1180.0,5/16/2025
Orissa,rayagada,Rayagada,Onion,Other,FAQ,2000,2100,2100.0,5/16/2025
Uttar Pradesh,mathura,Kosikalan,Potato,Desi,FAQ,1145,1200,1180.0,5/16/2025
Tamilnadu,karur,Karur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,4500,5000,5000.0,5/16/2025
Uttar Pradesh,balrampur,Tulsipur,Potato,Desi,FAQ,1150,1250,1200.0,5/16/2025
Punjab,amritsar,Rayya,Onion,Red,Non-FAQ,1800,1800,1800.0,5/16/2025
Andhra Pradesh,kurnool,Kurnool,Onion,Local,FAQ,527,1015,695.0,5/16/2025
Madhya Pradesh,rewa,Rewa(F&V),Potato,Other,FAQ,800,800,800.0,5/16/2025
Haryana,rohtak,Rohtak,Onion,Other,FAQ,600,1000,800.0,5/16/2025
West Bengal,paschim bardhaman,Asansol,Onion,Nasik,FAQ,1750,1850,1800.0,5/16/2025
Uttar Pradesh,banda,Banda,Potato,Desi,FAQ,1150,1340,1250.0,5/16/2025
Bihar,sheohar,Sheohar,Potato,Jyoti,FAQ,1800,2000,1900.0,5/16/2025
Uttar Pradesh,badaun,Badayoun,Potato,Desi,Non-FAQ,1000,1090,1050.0,5/16/2025
Kerala,idukki,Thodupuzha,Onion,Small,FAQ,6000,6200,6200.0,5/16/2025
West Bengal,murshidabad,Jangipur,Rice,Fine,FAQ,3775,3850,3820.0,5/16/2025
Uttar Pradesh,meerut,Meerut,Potato,Desi,FAQ,1030,1230,1130.0,5/16/2025
Madhya Pradesh,shajapur,Shujalpur(F&V),Onion,Onion,FAQ,700,1108,1000.0,5/16/2025
Madhya Pradesh,ujjain,Badnagar,Onion,Onion,FAQ,500,700,700.0,5/16/2025
Uttar Pradesh,mirzapur,Mirzapur,Potato,Desi,FAQ,1125,1200,1165.0,5/16/2025
Kerala,thiruvananthapuram,Vamanapuram,Onion,Other,Non-FAQ,2500,3000,3000.0,5/16/2025
Tamilnadu,sivaganga,Devakottai (Uzhavar Sandhai ),Onion,Bellary,Local,2800,3200,3200.0,5/16/2025
Uttar Pradesh,badaun,Badayoun,Onion,Nasik,Non-FAQ,1090,1180,1130.0,5/16/2025
Uttar Pradesh,mainpuri,Ghiraur,Potato,Local,FAQ,1075,1275,1175.0,5/16/2025
Uttar Pradesh,balrampur,Balrampur,Potato,Desi,FAQ,1100,1300,1200.0,5/16/2025
Kerala,thiruvananthapuram,Aralamoodu,Onion,Onion,Non-FAQ,3000,4000,3500.0,5/16/2025
Haryana,kaithal,Dhand,Onion,Other,FAQ,1200,1400,1340.0,5/16/2025
Uttar Pradesh,ghaziabad,Hapur,Rice,III,FAQ,3200,3300,3240.0,5/16/2025
Madhya Pradesh,mandsaur,Mandsaur,Onion,Onion-Organic,Non-FAQ,100,850,141.0,5/16/2025
Chattisgarh,durg,Durg,Potato,Local,Non-FAQ,2000,2200,2000.0,5/16/2025
Tamilnadu,namakkal,Mohanur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3000,3500,3500.0,5/16/2025
Kerala,malappuram,Perinthalmanna,Onion,Onion,FAQ,1400,2000,1500.0,5/16/2025
West Bengal,nadia,Karimpur,Onion,Nasik,FAQ,1950,2100,2000.0,5/16/2025
Uttar Pradesh,unnao,Purwa,Onion,Red,FAQ,1125,1215,1160.0,5/16/2025
Kerala,kottayam,Kanjirappally,Onion,Onion,FAQ,7500,8000,7800.0,5/16/2025
Himachal Pradesh,kangra,Kangra(Nagrota Bagwan),Onion,Other,FAQ,2000,2200,2100.0,5/16/2025
Uttar Pradesh,basti,Basti,Rice,III,FAQ,3165,3265,3215.0,5/16/2025
Kerala,idukki,Kattappana,Onion,Big,Non-FAQ,2200,2400,2300.0,5/16/2025
Jammu & Kashmir,kathua,Kathua,Onion,Other,FAQ,1000,1500,1250.0,5/16/2025
Uttar Pradesh,maharajganj,Anandnagar,Potato,Red,FAQ,1200,1500,1300.0,5/16/2025
Uttar Pradesh,jhansi,Mauranipur,Onion,Red,Non-FAQ,940,1100,1000.0,5/16/2025
Uttar Pradesh,kaushambi,Bharwari,Rice,Common,FAQ,3065,3180,3110.0,5/16/2025
Himachal Pradesh,hamirpur,Muskara,Onion,Red,FAQ,1100,1300,1200.0,5/16/2025
Kerala,kollam,Anchal,Potato,Other,FAQ,4500,4700,4600.0,5/16/2025
Uttar Pradesh,etawah,Etawah,Potato,Desi,FAQ,700,1160,1065.0,5/16/2025
Tamilnadu,erode,Perundurai(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3200,3600,3600.0,5/16/2025
Punjab,jalandhar,Noor Mehal,Potato,Other,FAQ,1000,1000,1000.0,5/16/2025
Haryana,palwal,Palwal,Potato,Potato,FAQ,800,1000,900.0,5/16/2025
Punjab,hoshiarpur,Mukerian,Onion,Onion,Non-FAQ,1200,1400,1300.0,5/16/2025
Tamilnadu,salem,Sooramangalam(Uzhavar Sandhai ),Onion,Bellary,Local,2500,3000,3000.0,5/16/2025
Uttar Pradesh,rampur,Milak,Potato,Local,FAQ,1085,1160,1120.0,5/16/2025
Punjab,amritsar,Rayya,Potato,Other,FAQ,1000,1000,1000.0,5/16/2025
Punjab,gurdaspur,Gurdaspur,Potato,Other,FAQ,700,900,800.0,5/16/2025
Tamilnadu,karur,Kulithalai(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3000,4000,4000.0,5/16/2025
Uttar Pradesh,bulandshahar,Divai,Potato,F.A.Q.,FAQ,800,1000,900.0,5/16/2025
Tamilnadu,theni,Andipatti(Uzhavar Sandhai ),Potato,(Red Nanital),Local,2500,3000,3000.0,5/16/2025
Haryana,yamuna nagar,Mustafabad,Onion,Other,FAQ,1000,1200,1000.0,5/16/2025
Haryana,kurukshetra,Ladwa,Potato,Potato,Non-FAQ,800,1000,900.0,5/16/2025
Tamilnadu,coimbatore,Sundarapuram(Uzhavar Sandhai ),Onion,Bellary,Local,2100,2300,2300.0,5/16/2025
Haryana,sonipat,Gohana,Potato,Other,Non-FAQ,1000,1500,1200.0,5/16/2025
Rajasthan,pratapgarh,Pratapgarh,Potato,Desi,FAQ,1100,1250,1175.0,5/16/2025
West Bengal,kolkata,Bara Bazar (Posta Bazar),Onion,Nasik,FAQ,1650,1800,1750.0,5/16/2025
West Bengal,nadia,Nadia,Rice,Common,FAQ,3300,3400,3350.0,5/16/2025
Madhya Pradesh,gwalior,Lashkar(F&V),Onion,Other,Non-FAQ,800,1200,1000.0,5/16/2025
Jammu & Kashmir,jammu,Narwal Jammu (F&V),Onion,Other,FAQ,1600,1800,1700.0,5/16/2025
West Bengal,hooghly,Pandua,Rice,Fine,FAQ,4600,4900,4800.0,5/16/2025
Himachal Pradesh,kangra,Palampur,Potato,Other,FAQ,1200,1300,1250.0,5/16/2025
Orissa,khurda,Balugaon,Onion,Other,FAQ,2800,3100,3000.0,5/16/2025
Tamilnadu,thiruvarur,Mannargudi I(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3800,3800,3800.0,5/16/2025
Karnataka,chikmagalur,Chikkamagalore,Potato,Other,FAQ,2084,2084,2084.0,5/16/2025
Uttar Pradesh,pratapgarh,Pratapgarh,Potato,Desi,FAQ,1100,1250,1175.0,5/16/2025
Gujarat,surat,Surat,Onion,Other,FAQ,600,2100,1350.0,5/16/2025
Punjab,sangrur,Lehra Gaga,Potato,Other,FAQ,700,700,700.0,5/16/2025
Uttar Pradesh,rampur,Rampur,Onion,Red,FAQ,1140,1225,1180.0,5/16/2025
West Bengal,puruliya,Purulia,Onion,Other,FAQ,1500,1900,1700.0,5/16/2025
Rajasthan,hanumangarh,Goluwala,Onion,1st Sort,FAQ,1100,1200,1200.0,5/16/2025
Himachal Pradesh,hamirpur,Muskara,Potato,Potato,FAQ,1150,1350,1250.0,5/16/2025
Haryana,fatehabad,Jakhal,Potato,Other,FAQ,700,800,800.0,5/16/2025
Uttar Pradesh,unnao,Bangarmau,Potato,Desi,FAQ,1140,1240,1190.0,5/16/2025
Haryana,panipat,Panipat,Onion,Other,FAQ,600,1400,1000.0,5/16/2025
Rajasthan,jalore,Jalore,Potato,Other,FAQ,1200,1500,1300.0,5/16/2025
Orissa,keonjhar,Keonjhar,Rice,Other,FAQ,3500,4000,4000.0,5/16/2025
Bihar,banka,Barahat,Onion,Medium,FAQ,1800,2200,2000.0,5/16/2025
West Bengal,bankura,Khatra,Rice,Common,FAQ,3500,3700,3600.0,5/16/2025
Gujarat,ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana),Onion,Local,FAQ,500,1000,850.0,5/16/2025
Uttar Pradesh,bulandshahar,Khurja,Potato,Desi,FAQ,1100,1180,1140.0,5/16/2025
Himachal Pradesh,shimla,Shimla and Kinnaur(Rampur),Potato,Other,FAQ,1800,2000,1900.0,5/16/2025
Haryana,sirsa,Sirsa,Onion,Other,FAQ,900,1600,1200.0,5/16/2025
Uttar Pradesh,agra,Agra,Onion,Red,FAQ,1050,1350,1180.0,5/16/2025
Kerala,alappuzha,Cherthala,Onion,Big,FAQ,4500,4700,4600.0,5/16/2025
Bihar,khagaria,Mansi Mandi,Onion,Medium,FAQ,1600,1800,1700.0,5/16/2025
Uttar Pradesh,bijnor,Najibabad,Onion,Red,FAQ,900,1300,1100.0,5/16/2025
Kerala,alappuzha,Chengannur,Onion,Onion,FAQ,2000,2300,2100.0,5/16/2025
Uttar Pradesh,aligarh,Atrauli,Potato,Desi,FAQ,900,1000,950.0,5/16/2025
Uttar Pradesh,hardoi,Madhoganj,Potato,Badshah,FAQ,1150,1230,1190.0,5/16/2025
West Bengal,nadia,Bethuadahari,Onion,Local,FAQ,1700,1800,1750.0,5/16/2025
Uttar Pradesh,mirzapur,Mirzapur,Onion,Red,Non-FAQ,1000,1100,1065.0,5/16/2025
West Bengal,howrah,Uluberia,Rice,Other,FAQ,3700,3900,3800.0,5/16/2025
Rajasthan,hanumangarh,Bhadara,Onion,1st Sort,FAQ,1000,1050,1018.0,5/16/2025
Madhya Pradesh,hoshangabad,Pipariya(F&V),Onion,Onion,FAQ,650,1500,1100.0,5/16/2025
Madhya Pradesh,indore,Mhow(F&V),Potato,Potato,FAQ,1400,2000,1500.0,5/16/2025
Gujarat,rajkot,Gondal(Veg.market Gondal),Potato,Potato,FAQ,200,320,260.0,5/16/2025
Uttar Pradesh,bijnor,Kiratpur,Potato,Potato,Non-FAQ,800,900,850.0,5/16/2025
West Bengal,jalpaiguri,Dhupguri,Potato,Red,FAQ,1300,1400,1400.0,5/16/2025
Uttar Pradesh,etah,Awagarh,Potato,Desi,FAQ,800,1050,900.0,5/16/2025
Uttar Pradesh,mainpuri,Ghiraur,Onion,Red,FAQ,1060,1260,1160.0,5/16/2025
Kerala,ernakulam,Piravam,Potato,Other,FAQ,3000,4000,3500.0,5/16/2025
Uttar Pradesh,aligarh,Charra,Potato,Desi,FAQ,1000,1200,1100.0,5/16/2025
West Bengal,bankura,Khatra,Potato,Jyoti,FAQ,1240,1320,1280.0,5/16/2025
Uttar Pradesh,sambhal,Chandausi,Onion,Red,FAQ,1150,1200,1180.0,5/16/2025
Orissa,bargarh,Bargarh,Onion,Other,FAQ,1500,1700,1600.0,5/16/2025
Uttar Pradesh,deoria,Devariya,Onion,Red,FAQ,1260,1280,1270.0,5/16/2025
Himachal Pradesh,una,Una,Onion,Onion,FAQ,1400,2000,1700.0,5/16/2025
Haryana,panchkula,Raipur Rai,Onion,Other,FAQ,1800,2000,1800.0,5/16/2025
Tamilnadu,thirunelveli,Melapalayam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,2800,3200,3200.0,5/16/2025
Uttar Pradesh,ghaziabad,Ghaziabad,Potato,Desi,Non-FAQ,800,900,850.0,5/16/2025
Kerala,ernakulam,Broadway market,Onion,1st Sort,Non-FAQ,2500,2800,2700.0,5/16/2025
West Bengal,birbhum,Sainthia,Rice,Common,FAQ,3450,3550,3500.0,5/16/2025
Tamilnadu,sivaganga,Devakottai (Uzhavar Sandhai ),Potato,(Red Nanital),Local,3400,5000,5000.0,5/16/2025
Uttar Pradesh,jhansi,Jhansi,Potato,Desi,FAQ,1200,1300,1250.0,5/16/2025
Uttar Pradesh,saharanpur,Gangoh,Onion,Red,FAQ,1000,1200,1100.0,5/16/2025
Madhya Pradesh,mandsaur,Mandsaur,Onion,Onion,Non-FAQ,100,811,100.0,5/16/2025
Uttar Pradesh,badaun,Shahaswan,Potato,Potato,Non-FAQ,1000,1200,1100.0,5/16/2025
Uttar Pradesh,aligarh,Aligarh,Onion,Red,FAQ,1200,1340,1260.0,5/16/2025
Haryana,karnal,Gharaunda,Onion,Other,FAQ,1000,1500,1500.0,5/16/2025
Haryana,jind,Narwana,Onion,Other,FAQ,1000,1000,1000.0,5/16/2025
Tamilnadu,the nilgiris,Gudalur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,4500,5000,5000.0,5/16/2025
Tamilnadu,dharmapuri,Palacode(Uzhavar Sandhai ),Onion,Bellary,Local,2700,3000,3000.0,5/16/2025
Uttar Pradesh,shahjahanpur,Shahjahanpur,Rice,Common,FAQ,3210,3300,3260.0,5/16/2025
Haryana,mewat,Tauru,Potato,Potato,FAQ,1200,1200,1200.0,5/16/2025
Kerala,kannur,Thalasserry,Potato,Other,FAQ,2500,2800,2600.0,5/16/2025
Tamilnadu,madurai,Palanganatham(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3000,4600,4600.0,5/16/2025
Uttar Pradesh,azamgarh,Azamgarh,Onion,Red,FAQ,1160,1290,1230.0,5/16/2025
Madhya Pradesh,rajgarh,Narsinghgarh,Onion,Onion,FAQ,100,970,100.0,5/16/2025
Karnataka,dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1500,1600,1550.0,5/16/2025
Haryana,gurgaon,Gurgaon,Onion,Other,FAQ,1000,2000,1500.0,5/16/2025
Uttar Pradesh,badaun,Bilsi,Potato,Local,Non-FAQ,1000,1050,1020.0,5/16/2025
Haryana,kaithal,Siwan,Potato,Other,FAQ,800,1000,900.0,5/16/2025
Maharashtra,pune,Pune(Manjri),Onion,Local,Local,700,800,750.0,5/16/2025
Maharashtra,nashik,Nandgaon,Onion,Other,Local,100,1121,750.0,5/16/2025
Kerala,kollam,Kottarakkara,Potato,Other,FAQ,4000,4500,4500.0,5/16/2025
Maharashtra,amarawati,Amrawati(Frui & Veg. Market),Potato,Local,Local,1200,2000,1600.0,5/16/2025
West Bengal,bankura,Bankura Sadar,Rice,Common,FAQ,3300,3500,3400.0,5/16/2025
Gujarat,navsari,Bilimora,Onion,Nasik,FAQ,1000,1700,1400.0,5/16/2025
Chhattisgarh,bilaspur,Bilaspur,Onion,Pusa-Red,FAQ,1700,2000,1900.0,5/16/2025
Uttar Pradesh,bulandshahar,Siyana,Potato,Desi,FAQ,810,860,830.0,5/16/2025
Maharashtra,thane,Vasai,Rice,1009 Kar,Local,2980,4960,3790.0,5/16/2025
Rajasthan,jaipur,Jaipur (F&V),Potato,Other,FAQ,800,1400,1100.0,5/16/2025
Punjab,gurdaspur,Gurdaspur,Onion,Other,FAQ,1400,1600,1500.0,5/16/2025
Tamilnadu,madurai,Thirumangalam(Uzhavar Sandhai ),Onion,Bellary,Local,2400,2800,2800.0,5/16/2025
Uttar Pradesh,amethi,Sultanpur,Rice,Common,FAQ,3300,3345,3325.0,5/16/2025
Gujarat,anand,Khambhat(Veg Yard Khambhat),Potato,Other,FAQ,1400,1800,1600.0,5/16/2025
Manipur,thoubal,Thoubal,Rice,Other,FAQ,5300,5300,5300.0,5/16/2025
Kerala,idukki,Thodupuzha,Onion,Big,FAQ,2100,2300,2300.0,5/16/2025
Karnataka,kolar,Chickkaballapura,Potato,Local,FAQ,500,1800,1700.0,5/16/2025
Tamilnadu,salem,Edapadi (Uzhavar Sandhai ),Potato,(Red Nanital),Local,3800,4000,4000.0,5/16/2025
Tamilnadu,dindigul,Chinnalapatti(Uzhavar Sandhai ),Potato,(Red Nanital),Local,4000,5000,5000.0,5/16/2025
Tamilnadu,thirunelveli,Palayamkottai(Uzhavar Sandhai ),Onion,Bellary,Local,1800,2400,2400.0,5/16/2025
Tamilnadu,theni,Chinnamanur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3600,3600,3600.0,5/16/2025
Chhattisgarh,bilaspur,Tiphra,Potato,Local,Non-FAQ,2200,2400,2350.0,5/16/2025
Uttar Pradesh,gonda,Gonda,Onion,Red,FAQ,1200,1400,1250.0,5/16/2025
Rajasthan,churu,Churu,Onion,1st Sort,Non-FAQ,700,800,750.0,5/16/2025
Tamilnadu,theni,Bodinayakanur(Uzhavar Sandhai ),Onion,Bellary,Local,2300,2600,2600.0,5/16/2025
Jammu & Kashmir,kathua,Kathua,Potato,Other,FAQ,1000,1200,1100.0,5/16/2025
Tamilnadu,sivaganga,Tirupatthur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3500,4000,4000.0,5/16/2025
Uttar Pradesh,balrampur,Tulsipur,Rice,III,FAQ,3125,3225,3175.0,5/16/2025
Uttar Pradesh,maharajganj,Gadaura,Potato,Red,FAQ,1100,1300,1200.0,5/16/2025
Haryana,gurgaon,Farukh Nagar,Potato,Other,FAQ,1200,1400,1200.0,5/16/2025
Tamilnadu,the nilgiris,Udhagamandalam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,4500,4800,4800.0,5/16/2025
Haryana,fatehabad,Ratia,Onion,Other,FAQ,1000,1150,1050.0,5/16/2025
Maharashtra,ahmednagar,Pathardi,Onion,Red,Local,200,1200,700.0,5/16/2025
Uttar Pradesh,bahraich,Bahraich,Potato,Desi,FAQ,1100,1300,1200.0,5/16/2025
Uttar Pradesh,ballia,Rasda,Rice,III,FAQ,3180,3315,3250.0,5/16/2025
Uttar Pradesh,meerut,Meerut,Onion,Red,FAQ,1140,1330,1230.0,5/16/2025
Uttar Pradesh,hardoi,Madhoganj,Onion,Red,FAQ,1150,1200,1170.0,5/16/2025
Uttar Pradesh,maharajganj,Partaval,Rice,III,FAQ,3140,3285,3210.0,5/16/2025
Madhya Pradesh,dewas,Dewas(F&V),Potato,Other,FAQ,900,1800,1300.0,5/16/2025
Haryana,kurukshetra,Pehowa,Onion,Other,Non-FAQ,1000,1200,1050.0,5/16/2025
Tamilnadu,salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,2500,3000,3000.0,5/16/2025
Tamilnadu,erode,Sathiyamagalam(Uzhavar Sandhai ),Onion,Bellary,Local,2000,2500,2500.0,5/16/2025
Tamilnadu,sivaganga,Singampunari(Uzhavar Sandhai ),Onion,Bellary,Local,2500,3000,3000.0,5/16/2025
Rajasthan,bhilwara,Bhilwara,Potato,Other,FAQ,1000,1200,1100.0,5/16/2025
Uttar Pradesh,bulandshahar,Anoop Shahar,Potato,F.A.Q.,FAQ,800,1200,1000.0,5/16/2025
Uttar Pradesh,kaushambi,Bharwari,Potato,Desi,FAQ,1100,1255,1175.0,5/16/2025
Uttar Pradesh,sitapur,Viswan,Onion,Red,FAQ,1170,1210,1190.0,5/16/2025
Madhya Pradesh,dhar,Badnawar,Onion,Onion-Organic,FAQ,500,625,625.0,5/16/2025
Tamilnadu,karur,Velayuthampalayam(Uzhavar Sandhai ),Onion,Bellary,Local,2200,2600,2600.0,5/16/2025
West Bengal,howrah,Ramkrishanpur(Howrah),Rice,Other,FAQ,3700,3900,3800.0,5/16/2025
Uttar Pradesh,bahraich,Bahraich,Onion,Red,FAQ,1200,1350,1275.0,5/16/2025
Rajasthan,hanumangarh,Goluwala,Potato,(Red Nanital),FAQ,1000,1200,1200.0,5/16/2025
Gujarat,bhavnagar,Palitana,Potato,Potato,FAQ,1800,2900,2350.0,5/16/2025
Karnataka,chikmagalur,Chikkamagalore,Onion,Other,FAQ,1921,2121,2021.0,5/16/2025
Orissa,khurda,Balugaon,Onion,Other,Non-FAQ,2200,2400,2400.0,5/16/2025
Himachal Pradesh,una,Santoshgarh,Onion,Onion,FAQ,1200,1600,1400.0,5/16/2025
Uttar Pradesh,bareilly,Richha,Rice,Common,FAQ,2845,2920,2875.0,5/16/2025
West Bengal,birbhum,Birbhum,Potato,Potato,FAQ,1300,1500,1400.0,5/16/2025
Uttar Pradesh,jaunpur,Mugrabaadshahpur,Rice,Common,FAQ,3240,3440,3340.0,5/16/2025
Madhya Pradesh,bhopal,Bhopal,Onion,Onion,FAQ,600,1050,800.0,5/16/2025
Haryana,gurgaon,Pataudi,Onion,Other,Non-FAQ,900,1000,950.0,5/16/2025
Madhya Pradesh,gwalior,Lashkar(F&V),Potato,Other,Non-FAQ,1200,1800,1500.0,5/16/2025
Tamilnadu,villupuram,Gingee(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3500,3500,3500.0,5/16/2025
Maharashtra,nashik,Yeola,Onion,Other,Local,100,1316,850.0,5/16/2025
Uttar Pradesh,badaun,Bilsi,Potato,Local,FAQ,1050,1150,1110.0,5/16/2025
Tamilnadu,sivaganga,Sivagangai (Uzhavar Sandhai ),Onion,Bellary,Local,2600,3000,3000.0,5/16/2025
Uttar Pradesh,bareilly,Bahedi,Onion,Red,FAQ,1210,1280,1240.0,5/16/2025
Tamilnadu,salem,Thathakapatti(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3800,5500,5500.0,5/16/2025
Tamilnadu,namakkal,Paramathivelur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3000,3500,3500.0,5/16/2025
Tamilnadu,namakkal,Paramathivelur(Uzhavar Sandhai ),Onion,Bellary,Local,2600,3000,3000.0,5/16/2025
Uttar Pradesh,firozabad,Firozabad,Potato,Potato,FAQ,1025,1410,1190.0,5/16/2025
Maharashtra,satara,Vai,Onion,Local,Local,500,1500,1000.0,5/16/2025
Tamilnadu,vellore,Gudiyatham(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3600,3600,3600.0,5/16/2025
Uttar Pradesh,hardoi,Hardoi,Potato,Kufri Megha,FAQ,1150,1220,1190.0,5/16/2025
West Bengal,paschim bardhaman,Durgapur,Rice,Fine,FAQ,4250,4500,4365.0,5/16/2025
West Bengal,hooghly,Sheoraphuly,Onion,Local,FAQ,1625,1800,1700.0,5/16/2025
Tamilnadu,madurai,Anaiyur(Uzhavar Sandhai ),Onion,Bellary,Local,2400,2800,2800.0,5/16/2025
Uttar Pradesh,bareilly,Bareilly,Potato,Potato,FAQ,1000,1050,1035.0,5/16/2025
Kerala,idukki,Vandiperiyar,Onion,Big,FAQ,2600,2800,2800.0,5/16/2025
Uttar Pradesh,etawah,Bharthna,Onion,Red,FAQ,1190,1390,1290.0,5/16/2025
Haryana,fatehabad,Tohana(New Veg Market),Potato,Potato,FAQ,800,850,800.0,5/16/2025
Punjab,patiala,Rajpura,Potato,Other,Non-FAQ,500,700,600.0,5/16/2025
 Punjab,fazilka,Fazilka,Potato,Other,FAQ,500,1000,800.0,5/16/2025
Maharashtra,ahmednagar,Sangamner,Onion,Other,Local,200,1500,850.0,5/16/2025
Tamilnadu,thanjavur,Pattukottai(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3600,3600,3600.0,5/16/2025
West Bengal,murshidabad,Kandi,Rice,Common,FAQ,3600,3800,3700.0,5/16/2025
West Bengal,nadia,Nadia,Onion,Local,FAQ,1900,2000,1950.0,5/16/2025
Uttar Pradesh,chandauli,Chandoli,Rice,III,FAQ,3300,3360,3330.0,5/16/2025
Punjab,moga,Kot ise Khan,Potato,Other,FAQ,1000,1200,1100.0,5/16/2025
Uttar Pradesh,shahjahanpur,Puwaha,Potato,Desi,FAQ,1050,1150,1100.0,5/16/2025
Tamilnadu,namakkal,Tiruchengode,Potato,(Red Nanital),Local,3000,3500,3500.0,5/16/2025
Tamilnadu,thanjavur,Papanasam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3000,3600,3600.0,5/16/2025
West Bengal,hooghly,Pandua,Potato,Jyoti,FAQ,1200,1350,1300.0,5/16/2025
Uttar Pradesh,ghaziabad,Ghaziabad,Potato,Desi,FAQ,1070,1170,1120.0,5/16/2025
Madhya Pradesh,shajapur,Shajapur,Potato,Potato,Non-FAQ,374,455,455.0,5/16/2025
Tamilnadu,namakkal,Tiruchengode,Onion,Bellary,Local,3000,3500,3500.0,5/16/2025
West Bengal,birbhum,Bolpur,Potato,Potato,FAQ,1300,1500,1400.0,5/16/2025
Kerala,malappuram,Kottakkal,Potato,Other,FAQ,2800,3000,2900.0,5/16/2025
Gujarat,porbandar,Porbandar,Potato,(Red Nanital),FAQ,1250,1750,1500.0,5/16/2025
Tamilnadu,madurai,Usilampatty,Onion,Bellary,Local,2400,2800,2800.0,5/16/2025
